year,t_JAS_aoi,t_dt_JAS_aoi,rain_JAS_aoi,wsi_JAS_aoi,spi_JAS_aoi,z_JAS_aoi,z_dt_JAS_aoi,t_JAS_nat,t_dt_JAS_nat,rain_JAS_nat,wsi_JAS_nat,spi_JAS_nat,z_JAS_nat,z_dt_JAS_nat,era5_nat,era5_aoi,asi_nat,asi_aoi,mvhi_nat,mvhi_aoi,prod_anom,impact,impact_cerf,impact_emdat,impact_plus_undated,bad_year
2001,28.368055555555557,0.07204179457978288,39.72044444444444,93.45675,-0.29300000000000004,-0.08725000000000002,0.4609116143048128,26.298683950617285,0.023073557807277705,56.706481481481475,97.48621333333334,-0.1636622222222222,0.04679777777777778,0.034213980545598176,4.8171532,3.4351187166666666,2.76,1.1,0.51,0.545,-7.919150341119257,0,0,0,0,0
2002,29.00561111111111,0.7019524905921957,36.42463888888889,86.7734,-1.0226,-1.19895,-0.6964685202205882,26.766350617283948,0.4732578290905419,52.89757037037037,95.10425333333333,-0.9961822222222221,-0.7660066666666667,-0.777541814129498,4.097762833333333,2.4658099166666667,29.93,36.379999999999995,0.38,0.36,-8.67846803580805,0,0,0,0,0
2003,27.794916666666666,-0.5163868133953926,54.24033333333333,98.9065,1.59085,0.48912500000000003,0.9459263452540108,26.005696296296296,-0.30487888728051576,68.64710864197531,98.38694666666666,1.0498133333333333,0.7024822222222222,0.6919957245287393,5.623478266666667,3.991725733333333,0.25,0.0,0.56,0.595,7.453167817733098,0,0,0,0,0
2004,28.65747222222222,0.33852388261701805,34.85302777777778,83.29169999999999,-1.4131,-0.5378999999999999,-0.12677878927139033,26.380854320987655,0.05279674202743941,52.80218765432099,96.56187555555555,-0.78236,0.36389333333333335,0.3544554854091986,3.812473933333333,2.5890298833333336,17.92,6.335,0.43,0.475,-10.406746214651278,0,0,0,0,0
2005,28.319777777777777,-0.0068154213705708955,43.772666666666666,96.24035,0.63595,0.8188,1.1842410762032085,26.390451851851854,0.044911877508234,58.3328962962963,97.42536444444445,-0.03516888888888889,0.5196822222222223,0.5112930240674358,4.216003166666667,3.4590504,6.86,0.0,0.5,0.5900000000000001,5.088132227677944,0,0,0,1,0
2006,28.44172222222222,0.10748416353072976,38.215805555555555,89.65594999999999,-0.71865,-0.48407500000000003,-0.1643140583221925,26.39500987654321,0.03198750681618879,56.843088888888886,97.2547911111111,-0.5635511111111111,-0.42425555555555555,-0.4315961039409936,4.509654566666667,2.9339185100000003,1.9,0.0,0.51,0.53,2.5565938449749774,0,0,0,1,0
2007,28.14611111111111,-0.19577180712352416,46.25797222222222,95.43090000000001,0.36135,0.38359999999999994,0.6576808071524064,26.286804938271604,-0.09369982683881896,62.666597530864195,94.95116888888889,0.1947777777777778,-0.12047777777777778,-0.12676967639386758,4.6005465333333335,3.3780265666666662,23.51,2.2800000000000002,0.42,0.535,-6.013131916595453,0,0,0,1,0
2008,28.354444444444447,0.00491666666666557,38.97513888888889,90.04825,-0.03365000000000001,0.293725,0.5221256726270054,26.28517777777778,-0.11280938271604886,64.62413333333333,94.69687111111111,0.5429866666666666,0.14295333333333332,0.13771008448659183,4.493842166666666,2.7501585,0.7,0.335,0.56,0.595,18.610651114440024,0,0,0,1,0
2009,28.825527777777776,0.468355140456854,43.18033333333333,88.95634999999999,-0.038250000000000034,-0.6793,-0.49657946189839564,26.715483950617283,0.3000143947400541,64.98041975308641,96.53764,0.38017333333333336,0.03026888888888889,0.0260742898114957,4.5955142,2.7582999999999998,2.62,5.085,0.52,0.55,-5.832240807840945,0,0,0,0,0
2010,28.239416666666667,-0.12540083019740056,44.44372222222222,95.71955,-0.1079,-0.477,-0.33995959642379675,26.467185185185183,0.03423323392455223,66.25803456790123,98.68990222222223,0.4053555555555555,0.24512444444444445,0.24197849513639952,5.825913766666666,4.19566825,0.51,0.0,0.61,0.62,18.22173285264901,0,0,0,0,0
2011,28.894111111111112,0.5216487547039002,45.099583333333335,94.71995,0.14925,-0.542125,-0.45076473094919783,26.852762962962966,0.4023286163189268,55.62020740740741,97.89720444444445,-0.27223555555555556,-0.1498511111111111,-0.1519484106498077,3.6282812,2.1475518,4.78,3.635,0.49,0.51,-12.314611264392726,1,1,1,1,1
2012,27.77552777777778,-0.6045794381725749,56.95688888888889,99.1038,1.7292999999999998,0.33054999999999995,0.37623013452540105,26.138955555555555,-0.3289611864718829,71.08673086419753,99.13777777777777,1.160768888888889,0.27030444444444446,0.26925579467509614,5.601310466666667,4.614278433333333,0.89,0.105,0.54,0.64,12.45004536866448,0,0,0,0,0
2013,28.360416666666666,-0.027335408826830943,42.84063888888889,94.387,0.09705,0.162625,0.162625,26.404913580246912,-0.08048555716392877,59.227395061728394,96.09200000000001,-0.22789777777777778,0.025842222222222225,0.025842222222222225,4.2757487,2.81315775,3.34,0.09,0.52,0.64,10.516280075894228,1,0,1,1,0
2014,28.723666666666666,0.3282697316300247,43.81141666666667,92.49690000000001,-0.31870000000000004,-0.359975,-0.4056551345254011,26.67355061728395,0.1706690844897057,60.25355308641975,97.68206666666667,-0.15378666666666665,-0.09084888888888888,-0.08980023911954059,4.135344766666667,2.605366883333333,13.12,4.2749999999999995,0.45,0.52,-0.1858173210918297,0,0,0,0,1
2015,28.24811111111111,-0.1549306834686739,54.22569444444444,98.0626,1.3672,-0.11177499999999999,-0.20313526905080215,26.62935802469136,0.10899409651371007,75.79028395061728,95.37301333333333,0.9760488888888889,-0.8105977777777778,-0.8085004782390811,5.700941699999999,4.144342333333333,10.22,0.38,0.48,0.63,-11.54900554505774,0,0,0,0,0
2016,28.487055555555553,0.07636890143262498,47.29716666666667,94.714,0.61375,-0.201425,-0.3384654035762032,26.63405925925926,0.09621293569820885,68.88803456790123,98.23175555555555,0.9722977777777777,0.22116666666666668,0.22431261597471158,4.744776866666666,3.2926330000000004,2.18,0.39,0.55,0.605,-4.872400037570317,0,0,0,0,0
2017,28.511,0.09266848633392666,41.70169444444444,95.77745,0.13105,0.35420000000000007,0.17147946189839575,26.764424691358023,0.209095972413571,49.99385679012345,98.42051111111111,-0.7927466666666667,0.46247555555555553,0.46667015463294875,4.627812433333333,3.50276945,8.38,1.155,0.49,0.58,-18.98101132386874,1,1,0,1,1
2018,28.316361111111114,-0.10961526209810568,50.27083333333333,98.46515,0.70315,0.13397499999999998,-0.09442567262700538,26.55475061728395,-0.018060497043905915,69.2429061728395,97.74296000000001,0.5746888888888889,-0.26953333333333335,-0.26429008448659186,5.372128666666666,3.7806804333333335,8.99,1.405,0.51,0.645,14.841287014633888,0,0,0,0,0
2019,28.850194444444448,0.41657321169208483,46.19566666666667,94.42265,0.6409499999999999,-0.3122,-0.5862808071524064,26.809513580246914,0.2192200705356541,66.25388395061728,98.17917777777778,0.6354222222222222,-0.26141555555555557,-0.25512365693946576,4.696054233333333,3.2844226000000005,4.06,1.9900000000000002,0.54,0.5900000000000001,4.348948023571238,1,0,1,1,1
2020,28.241833333333332,-0.19943275896217116,61.41388888888889,96.8694,1.7662499999999999,0.13495,-0.1848109416778075,26.41158271604938,-0.19619318904527974,72.52817777777778,98.02229333333334,0.9158711111111111,-0.33486,-0.3275194516145619,6.163999733333333,4.3165777,6.63,0.93,0.53,0.635,2.402802999278291,0,0,0,0,0
