year,t_primera_aoi,t_dt_primera_aoi,rain_primera_aoi,wsi_primera_aoi,spi_primera_aoi,z_primera_aoi,z_dt_primera_aoi,t_primera_nat,t_dt_primera_nat,rain_primera_nat,wsi_primera_nat,spi_primera_nat,z_primera_nat,z_dt_primera_nat,t_postrera_aoi,t_dt_postrera_aoi,rain_postrera_aoi,wsi_postrera_aoi,spi_postrera_aoi,z_postrera_aoi,z_dt_postrera_aoi,t_postrera_nat,t_dt_postrera_nat,rain_postrera_nat,wsi_postrera_nat,spi_postrera_nat,z_postrera_nat,z_dt_postrera_nat,era5_nat,era5_aoi,asi_nat,asi_aoi,mvhi_nat,mvhi_aoi,prod_anom,impact,impact_cerf,impact_emdat,impact_plus_undated,bad_year
2001,22.628166666666665,-0.4257223748710022,50.98952083333333,96.249,-0.9493571428571428,-1.0519107142857143,-0.8620789664284686,21.812583333333333,-0.2720355817760714,70.66754545454546,97.72952597402596,-0.7520324675324676,-0.619711038961039,-0.5073890816671759,21.092222222222222,-0.5562982684583639,46.815916666666666,98.00954999999999,0.1587,-0.36517499999999997,-0.24410697838345866,20.52530808080808,-0.3877451024004468,61.10084343434343,98.24956363636365,-0.47694545454545456,-0.19714090909090912,-0.11142624379209308,6.5881073,5.024657425,0.74,2.41,0.54,0.4875,-5.041324543412169,1,0,1,1,0
2002,23.090520833333333,-0.012272749889430834,44.63464583333333,95.2570357142857,-0.8385714285714285,-0.7033392857142857,-0.5293268501784772,22.215314393939394,0.08455097938056005,72.08535984848484,95.17615584415584,-0.48997402597402595,-0.32501298701298703,-0.2220511928269458,21.947444444444443,0.2556324365594964,49.611666666666665,97.67525,-0.1288,-0.39315,-0.2821709801848371,21.097863636363638,0.14343427421540744,69.52214141414142,97.39322727272726,-0.2117,-0.09771363636363638,-0.019141859839721696,6.331884875,4.8475078937500005,4.03,12.0375,0.51,0.435,-6.273088605546572,0,0,0,0,0
2003,23.4995625,0.34786437509214174,52.628395833333336,98.84771428571429,0.04542857142857144,-0.21319642857142856,-0.05500330535705722,22.388621212121212,0.21171329811294848,79.00071590909091,98.37455194805194,0.09387662337662338,-0.13325,-0.039648368921780724,22.055055555555555,0.319952030466248,42.44863888888889,98.4018,-0.47445,-0.07215,0.028740018013784452,21.272474747474746,0.2766692063868177,66.32782323232324,98.86034545454545,-0.38636363636363635,0.011113636363636355,0.08254252411264969,6.591102074999999,4.95963544375,9.77,17.0825,0.48,0.405,-6.642031872276783,0,0,0,0,0
2004,22.760666666666665,-0.43993599992628596,45.0318125,98.92182142857143,-0.7527857142857143,-0.6769821428571429,-0.5346083319642086,21.826090909090908,-0.39696150436678396,65.43772727272727,98.35905844155845,-0.7972727272727272,0.11037012987012984,0.1946115978405272,22.10172222222222,0.3233271799285511,43.502250000000004,98.14875,-0.41679999999999995,-0.38939999999999997,-0.298598983787594,21.194868686868688,0.15768696684105585,62.685484848484855,98.0079909090909,-0.723509090909091,0.09772272727272728,0.16200872624683926,6.4987627,5.31378854375,13.49,30.052500000000002,0.47,0.395,-7.327270013063904,0,0,0,0,0
2005,23.3403125,0.09080529172195195,75.42260416666666,98.82235714285714,1.1914642857142856,0.07685714285714285,0.20341164142863993,22.348166666666668,0.07896975375954392,95.86429924242424,98.56319480519481,0.9134090909090908,-0.033129870129870134,0.04175143473270528,21.372527777777776,-0.4491587817202527,43.53716666666667,96.34185,0.2556,0.247925,0.32863701441102755,20.786010101010103,-0.292547797957231,81.61039898989898,97.2194818181818,0.7514272727272728,-0.13949545454545456,-0.08235234434624389,8.697188,8.15441375625,0.42,0.0,0.55,0.565,-3.8197015479251806,0,0,0,0,0
2006,22.850833333333334,-0.4475784166298098,64.58502083333333,99.5070357142857,0.9795357142857143,0.3434285714285714,0.4541637576786314,22.01067803030303,-0.30466338205352206,90.4940643939394,98.75609740259739,0.8756298701298703,0.09199025974025975,0.15751140149501322,21.917277777777777,0.05229970107538584,39.66619444444444,99.6824,-0.6652,0.030674999999999994,0.10129801260964913,21.257873737373735,0.13793965946670397,62.90010101010102,99.29386363636364,-0.5844363636363636,0.19517272727272728,0.24517294869703662,8.871361,7.77142601875,0.01,0.0,0.56,0.5675,0.9570658539754967,0,0,0,0,0
2007,23.252166666666668,-0.09514962498157242,59.75139583333333,92.95564285714286,-0.07332142857142857,-0.3289642857142857,-0.23404841178566288,22.25043181818182,-0.1110540936241644,78.58269318181819,96.24853896103896,-0.5119285714285714,-0.11930194805194806,-0.06314096940501648,21.265555555555554,-0.6427140383511967,51.511027777777784,97.52165000000001,0.68545,0.15155,0.21208401080827066,20.684151515151516,-0.4771587416952194,71.10006060606061,97.37209090909091,0.35603636363636365,-0.03127272727272727,0.011584605376680735,6.99325985,5.93883534375,2.64,0.6225,0.52,0.535,5.367621537414024,0,0,0,0,0
2008,23.014208333333332,-0.382012500000001,75.05445833333334,98.86689285714286,1.1172857142857142,0.026535714285714274,0.10563227589289996,21.909628787878788,-0.4980016233766236,98.12685984848486,98.80083766233766,1.0514999999999999,-0.1782922077922078,-0.13149139225309814,20.965083333333332,-0.9864777777777789,54.63211111111111,97.33575,0.7840499999999999,0.023050000000000015,0.07349500900689221,20.506227272727273,-0.6964591630591629,76.96623232323232,97.86564545454544,0.5985727272727273,-0.27795909090909093,-0.24224464703458423,8.056174125,7.14723709375,0.27,0.19,0.57,0.57,10.368922156172172,1,0,1,1,0
2009,23.354145833333334,-0.0909795416850967,54.75514583333334,99.42889285714287,-0.11557142857142857,0.5837321428571428,0.6470093921428914,22.499643939393938,0.045869028689097924,75.30673106060607,97.8281948051948,-0.24303246753246752,0.09241883116883116,0.12985948360011887,22.581027777777777,0.5861751494623055,28.873250000000002,98.41380000000001,-1.7391999999999999,-0.049775000000000014,-0.00941899279448627,21.71758585858586,0.47352324385972244,52.08035858585858,97.51834545454545,-1.4987727272727271,0.05168181818181816,0.08025337328142348,6.446425325,6.06315109375,1.83,1.87,0.51,0.49,2.4572621997772996,1,1,0,1,1
2010,23.729354166666667,0.23532424996314205,95.6959375,99.63946428571428,2.0538928571428574,0.6527321428571429,0.7001900798214542,22.64880303030303,0.1488836201487599,136.10217424242424,99.1798831168831,2.184974025974026,0.054607142857142875,0.08268763218060865,21.656555555555553,-0.3815885899642799,43.54552777777778,93.21115,0.75125,-0.025299999999999975,0.004967005404135361,21.04180303030303,-0.24363576336280757,69.02895454545454,95.76543636363637,0.8149454545454545,-0.5606772727272727,-0.5392486064025687,10.584992249999999,8.62538948125,1.12,0.0525,0.57,0.61,1.526324905632125,0,0,0,0,0
